LSOA code,LSOA name,IMD,IMD_R,Income,Income_R,Employment,Employment_R,Education,Education_R,Health,Health_R,Crime,Crime_R,Housing,Housing_R,Living,Living_R
E01001153,Croydon 006D,22.6650 ,4,0.1390 ,4,0.0930 ,5,18.4530 ,5,-0.3910 ,7,0.5510 ,3,31.0950 ,2,32.1890 ,3
E01001154,Croydon 006E,28.9260 ,3,0.1610 ,3,0.0990 ,4,22.0100 ,4,-0.4310 ,7,0.8690 ,2,36.7310 ,2,46.2460 ,1
E01001155,Croydon 010E,43.8090 ,2,0.2810 ,1,0.1670 ,2,23.7940 ,4,0.9270 ,2,0.8470 ,2,46.1150 ,1,30.4170 ,3
E01001156,Croydon 001C,26.2340 ,4,0.1740 ,3,0.0980 ,4,16.5090 ,5,0.5580 ,3,-0.0340 ,6,39.4140 ,1,21.3620 ,5
E01001157,Croydon 002B,18.1810 ,5,0.1150 ,5,0.0720 ,6,10.1500 ,7,-0.4710 ,8,0.7800 ,2,27.5940 ,3,25.6310 ,4
E01001158,Croydon 005E,20.4430 ,5,0.1270 ,4,0.0810 ,5,15.7990 ,6,-0.1810 ,6,0.0140 ,6,33.6380 ,2,31.2460 ,3
E01001159,Croydon 002C,14.4560 ,6,0.0930 ,6,0.0530 ,8,6.7530 ,8,-0.6870 ,8,0.1860 ,5,35.7310 ,2,21.6270 ,5
E01001160,Croydon 002D,13.7430 ,7,0.1070 ,5,0.0640 ,7,11.6530 ,7,-0.5450 ,8,0.0750 ,5,23.3360 ,4,19.0090 ,5
E01001161,Croydon 003D,42.5660 ,2,0.2930 ,1,0.1900 ,2,34.0350 ,3,0.6620 ,3,0.5060 ,3,41.1900 ,1,18.8530 ,5
E01001162,Croydon 001D,28.3520 ,3,0.1710 ,3,0.1270 ,3,16.2650 ,5,0.0480 ,5,0.6290 ,3,37.6810 ,1,28.8300 ,3
E01001163,Croydon 002E,16.3100 ,6,0.0900 ,6,0.0680 ,6,7.1850 ,8,-0.6250 ,8,0.4300 ,4,25.5450 ,4,38.5270 ,2
E01001164,Croydon 001E,20.4920 ,5,0.1330 ,4,0.0870 ,5,8.5360 ,8,-0.4190 ,7,0.4150 ,4,33.9030 ,2,30.1750 ,3
E01001165,Croydon 024C,24.1600 ,4,0.1250 ,4,0.0950 ,5,14.6890 ,6,-0.1700 ,6,0.7830 ,2,33.9100 ,2,36.3380 ,2
E01001166,Croydon 024D,32.1490 ,3,0.2010 ,3,0.1080 ,4,19.8340 ,5,0.7770 ,2,0.2090 ,5,43.3670 ,1,31.2270 ,3
E01001167,Croydon 028A,21.8340 ,4,0.1310 ,4,0.0800 ,5,11.2250 ,7,-0.0610 ,6,0.4300 ,4,35.6140 ,2,32.0910 ,3
E01001168,Croydon 024E,21.1760 ,5,0.0990 ,6,0.0610 ,7,13.2420 ,6,0.0870 ,5,0.5460 ,3,33.7070 ,2,42.3190 ,2
E01001169,Croydon 028B,32.7020 ,3,0.2140 ,2,0.1400 ,3,29.0270 ,3,0.5940 ,3,0.0560 ,5,37.6390 ,1,24.0300 ,4
E01001170,Croydon 027E,27.0890 ,3,0.1470 ,4,0.1130 ,4,8.8270 ,8,0.4360 ,4,0.5740 ,3,32.6540 ,2,41.0510 ,2
E01001171,Croydon 028C,24.5660 ,4,0.1520 ,4,0.1140 ,4,18.3150 ,5,-0.0690 ,6,-0.2450 ,7,41.9220 ,1,20.2300 ,5
E01001172,Croydon 028D,43.0620 ,2,0.2890 ,1,0.1830 ,2,40.1560 ,2,0.6140 ,3,0.5170 ,3,42.7050 ,1,20.4610 ,5
E01001173,Croydon 028E,19.7680 ,5,0.1300 ,4,0.0850 ,5,10.5570 ,7,-0.0120 ,5,0.0050 ,6,37.1380 ,1,17.0550 ,6
E01001174,Croydon 011A,22.4520 ,4,0.1530 ,4,0.0870 ,5,18.1960 ,5,-0.4930 ,8,0.8190 ,2,30.0080 ,3,24.5960 ,4
E01001175,Croydon 011B,30.5990 ,3,0.1710 ,3,0.1340 ,3,11.7500 ,7,0.3340 ,4,0.8980 ,2,35.1740 ,2,36.1440 ,2
E01001176,Croydon 011C,22.7480 ,4,0.1290 ,4,0.0790 ,6,12.3290 ,6,-0.4760 ,8,0.8600 ,2,37.2020 ,1,32.1460 ,3
E01001177,Croydon 016C,31.6000 ,3,0.1920 ,3,0.1410 ,3,16.3470 ,5,0.3410 ,4,0.5550 ,3,39.3300 ,1,31.3710 ,3
E01001178,Croydon 015D,58.1730 ,1,0.4190 ,1,0.2190 ,1,32.4580 ,3,1.2960 ,1,0.5030 ,3,47.3330 ,1,32.4650 ,3
E01001179,Croydon 016D,20.7060 ,5,0.1290 ,4,0.0670 ,6,13.2240 ,6,-0.5150 ,8,0.5170 ,3,28.9840 ,3,43.8100 ,1
E01001180,Croydon 016E,27.8410 ,3,0.1690 ,3,0.0880 ,5,14.5890 ,6,-0.2510 ,7,0.7880 ,2,34.9820 ,2,50.9160 ,1
E01001181,Croydon 015E,42.4490 ,2,0.2500 ,2,0.1550 ,2,20.0340 ,5,0.5950 ,3,1.0000 ,2,46.1410 ,1,46.8100 ,1
E01001182,Croydon 011D,21.6500 ,4,0.1280 ,4,0.0780 ,6,14.1680 ,6,-0.2440 ,7,0.7050 ,2,31.0550 ,2,33.8510 ,3
E01001183,Croydon 011E,24.1330 ,4,0.1480 ,4,0.0990 ,4,16.6920 ,5,-0.3890 ,7,0.5990 ,3,36.7200 ,2,28.5920 ,3
E01001184,Croydon 011F,16.9090 ,6,0.1030 ,5,0.0670 ,6,10.3780 ,7,-0.3270 ,7,0.5310 ,3,27.4770 ,3,27.4750 ,4
E01001185,Croydon 014B,19.9850 ,5,0.1240 ,5,0.0800 ,5,17.0570 ,5,-0.1410 ,6,0.1560 ,5,32.2250 ,2,26.7140 ,4
E01001186,Croydon 014C,29.0740 ,3,0.1860 ,3,0.1360 ,3,17.5020 ,5,0.3200 ,4,0.2130 ,5,37.3950 ,1,26.5700 ,4
E01001187,Croydon 017E,20.6070 ,5,0.1240 ,5,0.0900 ,5,14.2630 ,6,-0.3620 ,7,-0.0080 ,6,32.1940 ,2,35.9630 ,2
E01001188,Croydon 014D,28.1530 ,3,0.1780 ,3,0.1140 ,4,17.7620 ,5,-0.0080 ,5,0.8530 ,2,33.7720 ,2,31.2300 ,3
E01001189,Croydon 045B,17.7170 ,5,0.1010 ,5,0.0980 ,4,12.5400 ,6,-0.3970 ,7,0.3570 ,4,25.9220 ,4,22.1890 ,5
E01001190,Croydon 045C,27.4410 ,3,0.1750 ,3,0.1130 ,4,13.5330 ,6,0.2360 ,4,0.2390 ,4,35.9960 ,2,37.2290 ,2
E01001191,Croydon 008D,34.9300 ,2,0.2190 ,2,0.1320 ,3,14.1100 ,6,0.2470 ,4,0.7920 ,2,38.8070 ,1,48.8310 ,1
E01001192,Croydon 008E,27.7650 ,3,0.1670 ,3,0.1140 ,4,17.1870 ,5,0.1680 ,5,0.7780 ,2,36.4900 ,2,26.1580 ,4
E01001193,Croydon 014E,34.3560 ,2,0.2320 ,2,0.1690 ,2,26.5070 ,4,0.2950 ,4,0.0680 ,5,43.1090 ,1,14.4040 ,7
E01001194,Croydon 045D,18.2500 ,5,0.1110 ,5,0.0680 ,6,16.9040 ,5,-0.3740 ,7,0.7630 ,2,23.5690 ,4,27.8080 ,4
E01001195,Ealing 021A,13.9860 ,7,0.0850 ,6,0.0330 ,10,10.4410 ,7,-0.8650 ,9,0.2840 ,4,36.9780 ,1,23.3330 ,4
E01001196,Ealing 015A,38.0410 ,2,0.2450 ,2,0.1750 ,2,15.3160 ,6,0.6500 ,3,0.3730 ,4,38.5410 ,1,40.4730 ,2
E01001197,Ealing 021B,22.6020 ,4,0.1310 ,4,0.1100 ,4,7.2790 ,8,-0.0140 ,5,0.3600 ,4,33.6530 ,2,30.9430 ,3
E01001198,Ealing 021C,14.8220 ,6,0.0720 ,7,0.0680 ,6,2.2030 ,10,-0.4210 ,7,0.3220 ,4,29.6250 ,3,32.9640 ,3
E01001199,Ealing 021D,22.2540 ,4,0.1780 ,3,0.1050 ,4,11.7450 ,7,-0.0480 ,6,-0.1220 ,6,31.1410 ,2,22.3040 ,5
E01001200,Ealing 025A,15.9810 ,6,0.0850 ,6,0.0720 ,6,3.5140 ,9,-0.1280 ,6,0.3320 ,4,29.2540 ,3,29.2990 ,3
E01001201,Ealing 025B,17.6460 ,6,0.1120 ,5,0.0770 ,6,7.4880 ,8,-0.5570 ,8,0.2370 ,4,29.4080 ,3,34.5450 ,2
E01001202,Ealing 025C,33.7860 ,2,0.2070 ,2,0.1380 ,3,11.3560 ,7,0.0870 ,5,1.1600 ,1,38.4430 ,1,38.7500 ,2
E01001203,Ealing 025D,32.7570 ,3,0.2220 ,2,0.1500 ,2,10.3120 ,7,0.3940 ,4,0.2300 ,4,37.3150 ,1,39.6220 ,2
E01001204,Ealing 018A,13.6810 ,7,0.1140 ,5,0.0690 ,6,2.2480 ,10,-0.5960 ,8,-0.4350 ,7,28.4140 ,3,23.0440 ,4
E01001205,Ealing 018B,31.0130 ,3,0.1860 ,3,0.1360 ,3,10.6460 ,7,-0.2800 ,7,0.4870 ,3,53.5700 ,1,25.2890 ,4
E01001206,Ealing 018C,42.3190 ,2,0.3140 ,1,0.1900 ,2,27.9900 ,3,0.0330 ,5,-0.2870 ,7,55.8740 ,1,18.4600 ,6
E01001207,Ealing 018D,16.2070 ,6,0.0950 ,6,0.0660 ,6,3.7600 ,9,-0.3780 ,7,0.2500 ,4,28.0800 ,3,37.4980 ,2
E01001208,Ealing 018E,11.8410 ,7,0.0650 ,7,0.0520 ,8,1.4580 ,10,-0.8800 ,9,0.4630 ,3,19.9950 ,6,36.8090 ,2
E01001209,Ealing 013A,7.1070 ,9,0.0450 ,9,0.0370 ,9,0.7670 ,10,-1.1140 ,10,-0.1660 ,6,18.7710 ,6,30.2270 ,3
E01001210,Ealing 016A,50.7080 ,1,0.3480 ,1,0.2400 ,1,23.2270 ,4,0.6100 ,3,-0.0660 ,6,58.9090 ,1,25.2540 ,4
E01001211,Ealing 013B,10.3950 ,8,0.0800 ,6,0.0550 ,8,0.7440 ,10,-0.8260 ,9,0.0970 ,5,25.5630 ,4,17.2340 ,6
E01001212,Ealing 018F,13.4530 ,7,0.0790 ,7,0.0850 ,5,1.6710 ,10,-0.3880 ,7,-0.5330 ,8,27.3350 ,3,25.7720 ,4
E01001213,Ealing 023A,28.1610 ,3,0.1690 ,3,0.1080 ,4,24.9640 ,4,-0.0540 ,6,0.5190 ,3,38.6030 ,1,31.3740 ,3
E01001214,Ealing 023B,15.9370 ,6,0.0860 ,6,0.0790 ,6,17.2250 ,5,-0.5370 ,8,-0.2490 ,7,30.3700 ,3,23.9100 ,4
E01001215,Ealing 023C,30.1960 ,3,0.1730 ,3,0.0940 ,5,17.8750 ,5,0.2850 ,4,0.9980 ,2,38.4370 ,1,37.7810 ,2
E01001216,Ealing 023D,22.1840 ,4,0.1170 ,5,0.0710 ,6,15.4280 ,6,-0.2580 ,7,0.3880 ,4,39.7590 ,1,36.9390 ,2
E01001217,Ealing 014A,16.0830 ,6,0.1130 ,5,0.0630 ,7,13.1200 ,6,-0.5090 ,8,0.2310 ,4,28.6800 ,3,23.6660 ,4
E01001218,Ealing 012A,36.3130 ,2,0.2400 ,2,0.1350 ,3,22.8950 ,4,0.5270 ,3,0.2530 ,4,51.8900 ,1,20.3140 ,5
E01001219,Ealing 029A,36.0230 ,2,0.2430 ,2,0.1590 ,2,25.1800 ,4,0.1600 ,5,-0.2220 ,7,51.2340 ,1,20.3090 ,5
E01001220,Ealing 029B,47.7490 ,1,0.3250 ,1,0.1920 ,2,31.4330 ,3,0.1100 ,5,0.9120 ,2,51.9780 ,1,28.7260 ,3
E01001221,Ealing 020A,24.0680 ,4,0.1350 ,4,0.0690 ,6,14.2560 ,6,-0.2690 ,7,1.0670 ,1,36.3750 ,2,34.7880 ,2
E01001222,Ealing 019A,21.8520 ,4,0.1250 ,4,0.0810 ,5,6.4830 ,8,-0.3130 ,7,0.1900 ,5,36.1230 ,2,46.0850 ,1
E01001223,Ealing 020B,11.6710 ,7,0.0620 ,8,0.0580 ,7,0.5660 ,10,-0.5640 ,8,-0.4530 ,8,33.5700 ,2,25.5810 ,4
E01001224,Ealing 019B,9.1460 ,8,0.0450 ,9,0.0440 ,9,0.3270 ,10,-0.8580 ,9,-0.4530 ,8,24.4730 ,4,36.9290 ,2
E01001225,Ealing 020C,21.7130 ,4,0.1090 ,5,0.0750 ,6,2.2650 ,10,-0.4990 ,8,1.2410 ,1,31.8760 ,2,39.4650 ,2
E01001226,Ealing 019C,13.3630 ,7,0.0780 ,7,0.0580 ,7,1.9390 ,10,-0.2250 ,6,-0.6100 ,8,36.1130 ,2,23.3640 ,4
E01001227,Ealing 019D,10.2900 ,8,0.0540 ,8,0.0530 ,8,0.6690 ,10,-0.9260 ,9,-0.4280 ,7,27.9910 ,3,33.1420 ,3
E01001228,Ealing 019E,11.3980 ,7,0.0760 ,7,0.0430 ,9,2.0260 ,10,-0.2930 ,7,-0.6320 ,8,35.1710 ,2,18.5310 ,5
E01001229,Ealing 031A,30.2260 ,3,0.1980 ,3,0.1360 ,3,19.3190 ,5,0.1860 ,5,0.4830 ,3,37.5310 ,1,26.7730 ,4
E01001230,Ealing 031B,21.2570 ,5,0.1120 ,5,0.1230 ,3,6.2400 ,8,-0.5150 ,8,-0.0330 ,6,31.4540 ,2,39.8280 ,2
E01001231,Ealing 027A,13.8470 ,7,0.0580 ,8,0.0310 ,10,2.2670 ,10,-1.2130 ,10,0.4240 ,4,38.3220 ,1,38.4450 ,2
E01001232,Ealing 031C,23.7530 ,4,0.1250 ,4,0.1050 ,4,10.0700 ,7,-0.1780 ,6,0.3630 ,4,45.9930 ,1,21.1270 ,5
E01001233,Ealing 031D,23.8410 ,4,0.1640 ,3,0.1100 ,4,3.4100 ,9,-0.1200 ,6,0.9350 ,2,29.4900 ,3,26.9320 ,4
E01001234,Ealing 027B,22.9230 ,4,0.1030 ,5,0.0590 ,7,5.0930 ,9,-0.4110 ,7,1.0290 ,2,36.8660 ,1,52.0140 ,1
E01001235,Ealing 020D,14.2250 ,7,0.0780 ,7,0.0510 ,8,7.1430 ,8,-0.5010 ,8,0.6380 ,3,26.6130 ,3,28.8050 ,3
E01001236,Ealing 020E,16.2780 ,6,0.1210 ,5,0.0540 ,8,7.6740 ,8,-0.4090 ,7,-0.0870 ,6,32.6140 ,2,31.4080 ,3
E01001237,Ealing 031E,17.0230 ,6,0.0620 ,8,0.0410 ,9,1.5120 ,10,-0.1630 ,6,0.8930 ,2,36.9140 ,1,36.8750 ,2
E01001238,Ealing 015B,24.5340 ,4,0.1250 ,4,0.0670 ,6,15.0670 ,6,-0.5620 ,8,-0.2110 ,7,55.5430 ,1,40.1630 ,2
E01001239,Ealing 015C,32.6620 ,3,0.2060 ,2,0.1340 ,3,16.4460 ,5,0.1450 ,5,-0.0210 ,6,58.7320 ,1,23.2390 ,4
E01001240,Ealing 024A,20.4510 ,5,0.1330 ,4,0.0670 ,6,14.0970 ,6,-0.4820 ,8,0.1770 ,5,38.9140 ,1,31.3480 ,3
E01001241,Ealing 024B,22.2030 ,4,0.1230 ,5,0.0680 ,6,7.4470 ,8,-0.5130 ,8,1.2750 ,1,35.9830 ,2,30.8720 ,3
E01001242,Ealing 024C,26.9140 ,3,0.1500 ,4,0.1180 ,4,13.8210 ,6,0.0520 ,5,0.5480 ,3,38.8890 ,1,31.8860 ,3
E01001243,Ealing 024D,25.3810 ,4,0.1600 ,3,0.0970 ,4,10.7130 ,7,-0.7240 ,8,0.5840 ,3,39.9080 ,1,39.3690 ,2
E01001244,Ealing 024E,28.8570 ,3,0.1880 ,3,0.1030 ,4,10.0890 ,7,0.0030 ,5,-0.0120 ,6,45.3130 ,1,43.7370 ,1
E01001245,Ealing 024F,15.4410 ,6,0.0990 ,5,0.0570 ,7,5.3000 ,9,-0.5470 ,8,0.2090 ,5,29.7180 ,3,34.6690 ,2
E01001246,Ealing 015D,32.0210 ,3,0.2000 ,3,0.1170 ,4,18.9640 ,5,-0.3390 ,7,0.4040 ,4,45.5910 ,1,45.7320 ,1
E01001247,Ealing 015E,21.2780 ,5,0.1190 ,5,0.0630 ,7,12.2460 ,7,-0.2650 ,7,0.3480 ,4,45.0880 ,1,28.7190 ,3
E01001248,Ealing 035A,17.3860 ,6,0.1250 ,4,0.0850 ,5,9.8090 ,7,-0.4520 ,7,0.0700 ,5,28.4220 ,3,24.0920 ,4
E01001249,Ealing 028A,41.5340 ,2,0.2700 ,1,0.1760 ,2,14.6480 ,6,0.5730 ,3,1.0500 ,1,40.0630 ,1,38.7700 ,2
E01001250,Ealing 028B,37.1170 ,2,0.2290 ,2,0.1880 ,2,16.9740 ,5,0.5260 ,3,0.6250 ,3,36.6130 ,2,32.7880 ,3
E01001251,Ealing 030A,18.7090 ,5,0.1170 ,5,0.0820 ,5,3.6350 ,9,-0.2250 ,6,0.1600 ,5,27.9630 ,3,39.9240 ,2
E01001252,Ealing 030B,25.6540 ,4,0.1650 ,3,0.1110 ,4,9.4100 ,7,0.1100 ,5,0.1130 ,5,35.7120 ,2,38.2120 ,2
E01001253,Ealing 030C,15.6450 ,6,0.1250 ,4,0.0750 ,6,5.6800 ,9,-0.4880 ,8,-0.5140 ,8,30.5780 ,2,24.2260 ,4
E01001254,Ealing 030D,14.5880 ,6,0.1020 ,5,0.0640 ,7,3.7200 ,9,-0.4640 ,7,-0.2790 ,7,30.5250 ,3,29.6020 ,3
E01001255,Ealing 028C,13.4560 ,7,0.0650 ,7,0.0730 ,6,3.2660 ,9,-0.6320 ,8,0.2840 ,4,23.6940 ,4,33.8470 ,3
E01001257,Ealing 008A,40.8260 ,2,0.2740 ,1,0.1770 ,2,30.5080 ,3,0.2290 ,4,0.4600 ,3,49.7280 ,1,21.3790 ,5
E01001258,Ealing 010B,15.8580 ,6,0.0990 ,6,0.0750 ,6,11.2900 ,7,-0.5420 ,8,-0.2210 ,7,29.1030 ,3,29.2570 ,3
E01001259,Ealing 014B,20.1190 ,5,0.1260 ,4,0.0660 ,7,16.1070 ,6,-0.3270 ,7,0.7160 ,2,30.3660 ,3,29.8100 ,3
E01001260,Ealing 012B,20.7410 ,5,0.1030 ,5,0.0650 ,7,8.3290 ,8,-0.1920 ,6,1.0970 ,1,30.2430 ,3,36.6280 ,2
E01001261,Ealing 012C,22.6740 ,4,0.1260 ,4,0.0830 ,5,14.7810 ,6,-0.6760 ,8,0.4200 ,4,38.3600 ,1,39.0080 ,2
E01001262,Ealing 010C,31.3340 ,3,0.2140 ,2,0.1290 ,3,20.2580 ,5,-0.0390 ,6,0.5800 ,3,41.1600 ,1,28.5030 ,3
E01001263,Ealing 010D,34.4870 ,2,0.2400 ,2,0.1560 ,2,18.1800 ,5,0.1300 ,5,0.3920 ,4,44.4710 ,1,26.1710 ,4
E01001264,Ealing 010E,24.3980 ,4,0.1400 ,4,0.1150 ,4,23.5370 ,4,-0.7870 ,9,0.1880 ,5,39.1560 ,1,27.1050 ,4
E01001265,Ealing 006A,20.5680 ,5,0.0950 ,6,0.0760 ,6,10.8670 ,7,-0.4380 ,7,-0.6020 ,8,56.2080 ,1,21.9270 ,5
E01001266,Ealing 006B,16.1090 ,6,0.0910 ,6,0.0560 ,7,10.1100 ,7,-0.6750 ,8,0.0840 ,5,37.8660 ,1,28.3000 ,3
E01001267,Ealing 006C,31.8490 ,3,0.2220 ,2,0.1260 ,3,15.7790 ,6,-0.0190 ,5,0.3420 ,4,45.3530 ,1,32.7360 ,3
E01001268,Ealing 012D,18.5410 ,5,0.1070 ,5,0.0820 ,5,8.5550 ,8,0.0510 ,5,-0.0320 ,6,30.9150 ,2,30.7120 ,3
E01001269,Ealing 001A,13.5570 ,7,0.0660 ,7,0.0490 ,8,11.3580 ,7,-1.3550 ,10,0.0960 ,5,31.5070 ,2,35.4860 ,2
E01001270,Ealing 004A,15.6510 ,6,0.0980 ,6,0.0610 ,7,8.4340 ,8,-0.6910 ,8,0.4310 ,4,32.2660 ,2,23.8060 ,4
E01001271,Ealing 001B,16.8770 ,6,0.1170 ,5,0.0700 ,6,18.0020 ,5,-0.8640 ,9,-0.0290 ,6,29.9170 ,3,26.1540 ,4
E01001272,Ealing 006D,19.0580 ,5,0.0990 ,6,0.0680 ,6,7.3840 ,8,-0.4180 ,7,0.1340 ,5,40.6730 ,1,35.5020 ,2
E01001273,Ealing 020F,9.4620 ,8,0.0450 ,9,0.0330 ,10,2.1530 ,10,-1.1520 ,10,0.0700 ,5,29.4500 ,3,30.9170 ,3
E01001274,Ealing 020G,8.4940 ,9,0.0480 ,9,0.0380 ,9,6.5300 ,8,-1.3330 ,10,-0.6680 ,8,32.6970 ,2,18.6330 ,5
E01001275,Ealing 020H,19.0350 ,5,0.0910 ,6,0.0800 ,5,6.1420 ,8,-0.3480 ,7,0.5490 ,3,36.4360 ,2,31.2120 ,3
E01001276,Ealing 011A,20.5600 ,5,0.1280 ,4,0.0710 ,6,12.3660 ,6,-0.8140 ,9,-0.1490 ,6,44.7730 ,1,31.6420 ,3
E01001277,Ealing 011B,17.5350 ,6,0.1080 ,5,0.0520 ,8,8.0000 ,8,-0.8400 ,9,-0.0820 ,6,38.9160 ,1,39.1840 ,2
E01001278,Ealing 011C,23.7690 ,4,0.1350 ,4,0.0610 ,7,12.0570 ,7,-0.7240 ,8,0.4970 ,3,40.3370 ,1,52.5020 ,1
E01001279,Ealing 013C,7.1500 ,9,0.0280 ,10,0.0310 ,10,0.3580 ,10,-0.8770 ,9,-0.4310 ,7,21.9050 ,5,35.1010 ,2
E01001280,Ealing 011D,13.6860 ,7,0.0790 ,7,0.0430 ,9,6.3330 ,8,-0.8860 ,9,-0.3360 ,7,38.6500 ,1,30.6580 ,3
E01001281,Ealing 013D,7.4590 ,9,0.0410 ,9,0.0350 ,9,0.2340 ,10,-0.9290 ,9,-0.5480 ,8,21.4970 ,5,34.7290 ,2
E01001282,Ealing 016B,35.0100 ,2,0.2370 ,2,0.1730 ,2,18.6100 ,5,0.2340 ,4,0.0690 ,5,43.9320 ,1,26.6990 ,4
E01001283,Ealing 016C,40.0850 ,2,0.2740 ,1,0.1960 ,2,17.0470 ,5,0.4300 ,4,0.6820 ,3,37.7180 ,1,32.5920 ,3
E01001284,Ealing 022A,15.7520 ,6,0.0760 ,7,0.0600 ,7,9.8840 ,7,-0.5130 ,8,0.8010 ,2,23.3500 ,4,33.4190 ,3
E01001285,Ealing 016D,23.1840 ,4,0.1540 ,4,0.1160 ,4,14.8800 ,6,-0.2990 ,7,0.1460 ,5,30.8820 ,2,30.6310 ,3
E01001286,Ealing 016E,23.5320 ,4,0.1490 ,4,0.1070 ,4,14.0070 ,6,-0.0600 ,6,-0.0230 ,6,37.2040 ,1,27.9880 ,4
E01001287,Ealing 016F,31.2230 ,3,0.2660 ,2,0.1560 ,2,14.9810 ,6,-0.3340 ,7,-0.2500 ,7,40.9760 ,1,19.4340 ,5
E01001288,Ealing 022B,16.0180 ,6,0.1000 ,5,0.0790 ,6,3.0320 ,10,-0.3410 ,7,-0.1730 ,6,26.2830 ,4,37.0440 ,2
E01001289,Ealing 022C,15.5260 ,6,0.0950 ,6,0.0730 ,6,2.5530 ,10,-0.4770 ,8,-0.4040 ,7,29.0560 ,3,38.8470 ,2
E01001290,Ealing 022D,12.6800 ,7,0.0760 ,7,0.0590 ,7,2.6380 ,10,-0.5540 ,8,-0.2690 ,7,29.0740 ,3,31.3550 ,3
E01001291,Ealing 014C,19.3650 ,5,0.1290 ,4,0.0980 ,4,11.8640 ,7,-0.6790 ,8,0.1970 ,5,32.5680 ,2,23.4850 ,4
E01001292,Ealing 014D,13.8640 ,7,0.0860 ,6,0.0640 ,7,9.3790 ,7,-0.6940 ,8,-0.0330 ,6,27.6300 ,3,28.1780 ,3
E01001293,Ealing 014E,17.3620 ,6,0.1130 ,5,0.0810 ,5,11.5150 ,7,-0.2270 ,6,-0.3660 ,7,33.5730 ,2,21.5630 ,5
E01001294,Ealing 017A,22.4850 ,4,0.1560 ,4,0.0880 ,5,17.7990 ,5,-0.1980 ,6,0.5630 ,3,31.2620 ,2,24.1310 ,4
E01001295,Ealing 017B,17.2220 ,6,0.1240 ,5,0.0740 ,6,11.9630 ,7,-0.4160 ,7,-0.2820 ,7,30.5590 ,2,28.3110 ,3
E01001296,Ealing 017C,22.0110 ,4,0.1400 ,4,0.1110 ,4,16.2990 ,5,0.0290 ,5,-0.0830 ,6,30.7350 ,2,24.3410 ,4
E01001297,Ealing 017D,23.3600 ,4,0.1440 ,4,0.1100 ,4,15.4420 ,6,0.1470 ,5,0.2560 ,4,33.3110 ,2,22.2190 ,5
E01001298,Ealing 017E,27.9740 ,3,0.1630 ,3,0.1080 ,4,16.9770 ,5,0.8080 ,2,0.2640 ,4,35.8260 ,2,26.9800 ,4
E01001299,Ealing 035B,8.0070 ,9,0.0520 ,8,0.0490 ,8,1.7620 ,10,-1.1570 ,10,-0.5180 ,8,22.2120 ,5,28.0300 ,4
E01001300,Ealing 039A,8.8700 ,8,0.0440 ,9,0.0370 ,9,1.7790 ,10,-0.9080 ,9,0.1980 ,5,20.0990 ,6,34.6650 ,2
E01001301,Ealing 039B,20.0320 ,5,0.1180 ,5,0.0720 ,6,4.6370 ,9,0.1700 ,5,0.7840 ,2,28.7430 ,3,31.0440 ,3
E01001302,Ealing 039C,11.6970 ,7,0.0590 ,8,0.0470 ,8,1.3200 ,10,-0.9460 ,9,0.6080 ,3,23.7630 ,4,33.0800 ,3
E01001303,Ealing 032A,9.9140 ,8,0.0510 ,8,0.0340 ,10,0.7030 ,10,-1.1070 ,10,-0.0360 ,6,21.5300 ,5,44.2560 ,1
E01001304,Ealing 039D,14.0740 ,7,0.0970 ,6,0.0690 ,6,1.7450 ,10,-0.3650 ,7,-0.1860 ,6,24.9320 ,4,32.5050 ,3
E01001305,Ealing 035C,7.6730 ,9,0.0460 ,9,0.0490 ,8,0.6160 ,10,-0.7800 ,9,-0.3840 ,7,20.5230 ,5,26.9560 ,4
E01001306,Ealing 035D,8.3080 ,9,0.0560 ,8,0.0330 ,10,1.0940 ,10,-0.7810 ,9,-0.5030 ,8,21.8920 ,5,33.7400 ,3
E01001307,Ealing 002A,11.1030 ,8,0.0670 ,7,0.0410 ,9,9.6980 ,7,-1.2180 ,10,-0.0610 ,6,28.5130 ,3,28.3470 ,3
E01001308,Ealing 002B,11.3910 ,7,0.0690 ,7,0.0340 ,10,8.2820 ,8,-1.1590 ,10,0.0000 ,6,34.0590 ,2,23.5750 ,4
E01001309,Ealing 001C,15.0830 ,6,0.0950 ,6,0.0450 ,8,11.3110 ,7,-0.7990 ,9,0.4090 ,4,32.0690 ,2,28.4100 ,3
E01001310,Ealing 001D,18.5900 ,5,0.1250 ,4,0.0700 ,6,14.9440 ,6,-0.5980 ,8,-0.0210 ,6,36.3420 ,2,26.9130 ,4
E01001311,Ealing 001E,28.9420 ,3,0.2040 ,2,0.1290 ,3,21.6610 ,4,-0.1690 ,6,-0.1870 ,6,46.9170 ,1,15.2250 ,6
E01001312,Ealing 002C,16.6570 ,6,0.1050 ,5,0.0650 ,7,11.6540 ,7,-0.7990 ,9,-0.0840 ,6,32.4670 ,2,34.0680 ,3
E01001313,Ealing 002D,13.6930 ,7,0.0890 ,6,0.0530 ,8,8.9930 ,7,-0.9620 ,9,-0.1070 ,6,33.3170 ,2,26.8250 ,4
E01001314,Ealing 002E,10.9540 ,8,0.0630 ,7,0.0430 ,9,7.1030 ,8,-1.0050 ,9,-0.2820 ,7,31.8190 ,2,26.5470 ,4
