LSOA Code,population,old,median_age,male,male_pop,old_pop
E01000569,1417.00 ,451.00 ,48.30 ,702.00 ,0.50 ,0.32 
E01000570,1681.00 ,371.00 ,39.00 ,844.00 ,0.50 ,0.22 
E01000571,1677.00 ,394.00 ,38.30 ,891.00 ,0.53 ,0.23 
E01000572,1389.00 ,322.00 ,38.00 ,674.00 ,0.49 ,0.23 
E01000573,1610.00 ,326.00 ,35.70 ,784.00 ,0.49 ,0.20 
E01000574,1451.00 ,279.00 ,35.80 ,754.00 ,0.52 ,0.19 
E01000575,1984.00 ,305.00 ,34.30 ,1049.00 ,0.53 ,0.15 
E01000576,1724.00 ,403.00 ,37.50 ,888.00 ,0.52 ,0.23 
E01000577,2438.00 ,295.00 ,31.80 ,1231.00 ,0.50 ,0.12 
E01000578,2173.00 ,485.00 ,37.30 ,1135.00 ,0.52 ,0.22 
E01000579,1530.00 ,244.00 ,34.80 ,739.00 ,0.48 ,0.16 
E01000580,2045.00 ,365.00 ,37.80 ,996.00 ,0.49 ,0.18 
E01000581,1426.00 ,226.00 ,38.00 ,641.00 ,0.45 ,0.16 
E01000582,1712.00 ,313.00 ,37.50 ,818.00 ,0.48 ,0.18 
E01000583,2128.00 ,312.00 ,36.20 ,1068.00 ,0.50 ,0.15 
E01000584,1613.00 ,297.00 ,37.00 ,809.00 ,0.50 ,0.18 
E01000585,1717.00 ,249.00 ,35.60 ,861.00 ,0.50 ,0.15 
E01000586,2591.00 ,293.00 ,34.40 ,1321.00 ,0.51 ,0.11 
E01000587,1605.00 ,406.00 ,37.30 ,799.00 ,0.50 ,0.25 
E01000588,2520.00 ,415.00 ,34.20 ,1244.00 ,0.49 ,0.16 
E01000589,2182.00 ,425.00 ,36.50 ,1104.00 ,0.51 ,0.19 
E01000590,1764.00 ,428.00 ,39.30 ,882.00 ,0.50 ,0.24 
E01000591,2166.00 ,407.00 ,35.10 ,1161.00 ,0.54 ,0.19 
E01000592,1546.00 ,360.00 ,37.40 ,788.00 ,0.51 ,0.23 
E01000593,2165.00 ,364.00 ,33.80 ,1095.00 ,0.51 ,0.17 
E01000594,1797.00 ,346.00 ,36.10 ,937.00 ,0.52 ,0.19 
E01000595,1688.00 ,239.00 ,30.60 ,842.00 ,0.50 ,0.14 
E01000596,1728.00 ,284.00 ,32.20 ,868.00 ,0.50 ,0.16 
E01000599,1255.00 ,182.00 ,33.90 ,583.00 ,0.46 ,0.15 
E01000600,3686.00 ,473.00 ,32.30 ,1860.00 ,0.50 ,0.13 
E01000601,1449.00 ,183.00 ,30.90 ,668.00 ,0.46 ,0.13 
E01000602,1511.00 ,274.00 ,34.80 ,773.00 ,0.51 ,0.18 
E01000603,1583.00 ,219.00 ,33.50 ,738.00 ,0.47 ,0.14 
E01000604,1739.00 ,298.00 ,32.50 ,818.00 ,0.47 ,0.17 
E01000605,1636.00 ,250.00 ,34.10 ,811.00 ,0.50 ,0.15 
E01000606,1715.00 ,349.00 ,36.80 ,890.00 ,0.52 ,0.20 
E01000607,2196.00 ,367.00 ,37.10 ,1150.00 ,0.52 ,0.17 
E01000608,2426.00 ,386.00 ,36.40 ,1277.00 ,0.53 ,0.16 
E01000609,1953.00 ,359.00 ,36.10 ,1006.00 ,0.52 ,0.18 
E01000610,2125.00 ,435.00 ,38.50 ,1117.00 ,0.53 ,0.20 
E01000611,1580.00 ,237.00 ,35.20 ,783.00 ,0.50 ,0.15 
E01000612,1651.00 ,305.00 ,36.90 ,811.00 ,0.49 ,0.18 
E01000613,1816.00 ,238.00 ,34.80 ,924.00 ,0.51 ,0.13 
E01000615,2107.00 ,280.00 ,31.00 ,1003.00 ,0.48 ,0.13 
E01000616,1832.00 ,315.00 ,37.10 ,972.00 ,0.53 ,0.17 
E01000617,1704.00 ,404.00 ,40.40 ,887.00 ,0.52 ,0.24 
E01000618,1442.00 ,351.00 ,41.60 ,697.00 ,0.48 ,0.24 
E01000619,1405.00 ,379.00 ,42.60 ,686.00 ,0.49 ,0.27 
E01000620,1706.00 ,478.00 ,43.00 ,873.00 ,0.51 ,0.28 
E01000621,1728.00 ,275.00 ,36.50 ,930.00 ,0.54 ,0.16 
E01000622,1656.00 ,218.00 ,35.00 ,833.00 ,0.50 ,0.13 
E01000623,1723.00 ,358.00 ,37.60 ,889.00 ,0.52 ,0.21 
E01000624,1745.00 ,444.00 ,39.00 ,851.00 ,0.49 ,0.25 
E01000625,1591.00 ,380.00 ,38.90 ,809.00 ,0.51 ,0.24 
E01000626,1443.00 ,273.00 ,34.50 ,678.00 ,0.47 ,0.19 
E01000627,2035.00 ,329.00 ,36.60 ,1025.00 ,0.50 ,0.16 
E01000628,1892.00 ,310.00 ,35.20 ,1010.00 ,0.53 ,0.16 
E01000629,2042.00 ,401.00 ,36.70 ,1092.00 ,0.53 ,0.20 
E01000630,2699.00 ,410.00 ,36.60 ,1415.00 ,0.52 ,0.15 
E01000631,2111.00 ,454.00 ,38.00 ,1092.00 ,0.52 ,0.22 
E01000632,2363.00 ,478.00 ,37.40 ,1250.00 ,0.53 ,0.20 
E01000633,2333.00 ,359.00 ,37.00 ,1272.00 ,0.55 ,0.15 
E01000634,2726.00 ,380.00 ,36.40 ,1460.00 ,0.54 ,0.14 
E01000635,3010.00 ,371.00 ,35.80 ,1631.00 ,0.54 ,0.12 
E01000636,2254.00 ,436.00 ,38.60 ,1215.00 ,0.54 ,0.19 
E01000637,1772.00 ,292.00 ,34.60 ,890.00 ,0.50 ,0.16 
E01000638,2249.00 ,249.00 ,33.70 ,1201.00 ,0.53 ,0.11 
E01000639,1995.00 ,235.00 ,32.70 ,1088.00 ,0.55 ,0.12 
E01000640,2703.00 ,274.00 ,32.40 ,1490.00 ,0.55 ,0.10 
E01000641,2114.00 ,265.00 ,32.00 ,1119.00 ,0.53 ,0.13 
E01000642,2500.00 ,304.00 ,33.50 ,1328.00 ,0.53 ,0.12 
E01000643,2341.00 ,361.00 ,34.80 ,1139.00 ,0.49 ,0.15 
E01000644,2088.00 ,349.00 ,35.20 ,1124.00 ,0.54 ,0.17 
E01000645,1465.00 ,433.00 ,48.20 ,692.00 ,0.47 ,0.30 
E01000646,1846.00 ,471.00 ,42.80 ,900.00 ,0.49 ,0.26 
E01000647,1672.00 ,273.00 ,38.80 ,754.00 ,0.45 ,0.16 
E01000648,1834.00 ,366.00 ,39.80 ,875.00 ,0.48 ,0.20 
E01000649,1981.00 ,516.00 ,43.80 ,930.00 ,0.47 ,0.26 
E01000650,1968.00 ,568.00 ,44.90 ,968.00 ,0.49 ,0.29 
E01000651,1662.00 ,522.00 ,46.70 ,723.00 ,0.44 ,0.31 
E01000652,1592.00 ,495.00 ,48.00 ,766.00 ,0.48 ,0.31 
E01000653,1584.00 ,508.00 ,47.70 ,742.00 ,0.47 ,0.32 
E01000654,1205.00 ,300.00 ,41.00 ,618.00 ,0.51 ,0.25 
E01000655,1284.00 ,265.00 ,38.80 ,642.00 ,0.50 ,0.21 
E01000656,1507.00 ,438.00 ,46.80 ,760.00 ,0.50 ,0.29 
E01000657,1526.00 ,363.00 ,41.60 ,735.00 ,0.48 ,0.24 
E01000658,1232.00 ,490.00 ,53.90 ,600.00 ,0.49 ,0.40 
E01000659,1455.00 ,308.00 ,40.70 ,740.00 ,0.51 ,0.21 
E01000661,2720.00 ,326.00 ,33.20 ,1264.00 ,0.46 ,0.12 
E01000662,1874.00 ,343.00 ,37.40 ,936.00 ,0.50 ,0.18 
E01000663,1716.00 ,397.00 ,40.40 ,809.00 ,0.47 ,0.23 
E01000664,1693.00 ,371.00 ,40.60 ,846.00 ,0.50 ,0.22 
E01000665,1834.00 ,408.00 ,41.10 ,874.00 ,0.48 ,0.22 
E01000666,1856.00 ,664.00 ,50.90 ,875.00 ,0.47 ,0.36 
E01000667,1641.00 ,486.00 ,48.30 ,788.00 ,0.48 ,0.30 
E01000668,2109.00 ,385.00 ,37.90 ,1057.00 ,0.50 ,0.18 
E01000669,1672.00 ,287.00 ,40.40 ,782.00 ,0.47 ,0.17 
E01000670,2135.00 ,443.00 ,38.90 ,1092.00 ,0.51 ,0.21 
E01000671,2385.00 ,429.00 ,37.40 ,1172.00 ,0.49 ,0.18 
E01000672,1741.00 ,428.00 ,42.00 ,838.00 ,0.48 ,0.25 
E01000673,1576.00 ,313.00 ,39.50 ,785.00 ,0.50 ,0.20 
E01000674,1810.00 ,348.00 ,38.10 ,894.00 ,0.49 ,0.19 
E01000675,2332.00 ,367.00 ,35.70 ,1170.00 ,0.50 ,0.16 
E01000676,2135.00 ,279.00 ,33.80 ,1097.00 ,0.51 ,0.13 
E01000677,1975.00 ,237.00 ,37.20 ,951.00 ,0.48 ,0.12 
E01000678,1916.00 ,345.00 ,37.90 ,926.00 ,0.48 ,0.18 
E01000679,1796.00 ,278.00 ,38.10 ,892.00 ,0.50 ,0.15 
E01000680,1632.00 ,546.00 ,49.20 ,812.00 ,0.50 ,0.33 
E01000681,1812.00 ,389.00 ,41.70 ,841.00 ,0.46 ,0.21 
E01000682,1589.00 ,460.00 ,44.80 ,797.00 ,0.50 ,0.29 
E01000683,1634.00 ,312.00 ,39.10 ,761.00 ,0.47 ,0.19 
E01000684,2175.00 ,461.00 ,40.40 ,1067.00 ,0.49 ,0.21 
E01000685,1576.00 ,330.00 ,40.50 ,781.00 ,0.50 ,0.21 
E01000686,1524.00 ,512.00 ,47.50 ,744.00 ,0.49 ,0.34 
E01000687,1622.00 ,495.00 ,46.60 ,792.00 ,0.49 ,0.31 
E01000688,1367.00 ,368.00 ,46.40 ,659.00 ,0.48 ,0.27 
E01000689,1482.00 ,331.00 ,39.50 ,761.00 ,0.51 ,0.22 
E01000690,1400.00 ,349.00 ,42.00 ,685.00 ,0.49 ,0.25 
E01000691,1608.00 ,369.00 ,40.50 ,751.00 ,0.47 ,0.23 
E01000692,1657.00 ,369.00 ,40.50 ,799.00 ,0.48 ,0.22 
E01000693,1635.00 ,616.00 ,49.70 ,798.00 ,0.49 ,0.38 
E01000694,2218.00 ,532.00 ,43.00 ,1061.00 ,0.48 ,0.24 
E01000695,1644.00 ,465.00 ,46.50 ,762.00 ,0.46 ,0.28 
E01000696,1562.00 ,493.00 ,48.10 ,765.00 ,0.49 ,0.32 
E01000697,1750.00 ,350.00 ,41.00 ,857.00 ,0.49 ,0.20 
E01000698,1108.00 ,382.00 ,51.10 ,571.00 ,0.52 ,0.34 
E01000699,1591.00 ,202.00 ,36.40 ,778.00 ,0.49 ,0.13 
E01000700,1619.00 ,265.00 ,38.10 ,745.00 ,0.46 ,0.16 
E01000701,1386.00 ,184.00 ,37.90 ,695.00 ,0.50 ,0.13 
E01000702,1507.00 ,211.00 ,37.10 ,720.00 ,0.48 ,0.14 
E01000703,1773.00 ,285.00 ,38.00 ,821.00 ,0.46 ,0.16 
E01000704,1443.00 ,266.00 ,40.90 ,690.00 ,0.48 ,0.18 
E01000705,1399.00 ,261.00 ,40.00 ,678.00 ,0.48 ,0.19 
E01000706,1356.00 ,268.00 ,40.10 ,634.00 ,0.47 ,0.20 
E01000707,1593.00 ,245.00 ,40.00 ,762.00 ,0.48 ,0.15 
E01000708,1700.00 ,349.00 ,40.10 ,835.00 ,0.49 ,0.21 
E01000709,1387.00 ,379.00 ,42.40 ,702.00 ,0.51 ,0.27 
E01000710,2157.00 ,388.00 ,38.60 ,1019.00 ,0.47 ,0.18 
E01000711,2055.00 ,402.00 ,38.60 ,1016.00 ,0.49 ,0.20 
E01000712,1824.00 ,432.00 ,40.80 ,899.00 ,0.49 ,0.24 
E01000713,1849.00 ,443.00 ,42.30 ,928.00 ,0.50 ,0.24 
E01000714,2392.00 ,406.00 ,36.40 ,1159.00 ,0.48 ,0.17 
E01000715,1799.00 ,492.00 ,43.30 ,861.00 ,0.48 ,0.27 
E01000716,1666.00 ,535.00 ,45.80 ,789.00 ,0.47 ,0.32 
E01000717,1746.00 ,368.00 ,39.60 ,875.00 ,0.50 ,0.21 
E01000718,2272.00 ,286.00 ,34.90 ,1107.00 ,0.49 ,0.13 
E01000719,2088.00 ,316.00 ,34.90 ,983.00 ,0.47 ,0.15 
E01000720,1883.00 ,281.00 ,34.00 ,837.00 ,0.44 ,0.15 
E01000721,1575.00 ,213.00 ,32.90 ,709.00 ,0.45 ,0.14 
E01000722,1823.00 ,344.00 ,38.30 ,873.00 ,0.48 ,0.19 
E01000723,1204.00 ,468.00 ,53.70 ,590.00 ,0.49 ,0.39 
E01000724,1967.00 ,256.00 ,29.70 ,947.00 ,0.48 ,0.13 
E01000725,1790.00 ,347.00 ,35.80 ,822.00 ,0.46 ,0.19 
E01000726,1291.00 ,390.00 ,45.70 ,634.00 ,0.49 ,0.30 
E01000727,1683.00 ,495.00 ,45.50 ,794.00 ,0.47 ,0.29 
E01000728,1609.00 ,411.00 ,41.20 ,749.00 ,0.47 ,0.26 
E01000729,2099.00 ,236.00 ,31.90 ,953.00 ,0.45 ,0.11 
E01000730,1847.00 ,225.00 ,30.30 ,849.00 ,0.46 ,0.12 
E01000731,1468.00 ,298.00 ,36.80 ,707.00 ,0.48 ,0.20 
E01000732,1471.00 ,336.00 ,45.00 ,714.00 ,0.49 ,0.23 
E01000733,1631.00 ,367.00 ,40.40 ,796.00 ,0.49 ,0.23 
E01000734,1407.00 ,262.00 ,37.40 ,682.00 ,0.48 ,0.19 
E01000735,1539.00 ,259.00 ,34.80 ,723.00 ,0.47 ,0.17 
E01000736,1704.00 ,315.00 ,37.90 ,828.00 ,0.49 ,0.18 
E01000737,1341.00 ,310.00 ,40.70 ,621.00 ,0.46 ,0.23 
E01000738,1649.00 ,416.00 ,42.40 ,788.00 ,0.48 ,0.25 
E01000739,1699.00 ,297.00 ,34.70 ,778.00 ,0.46 ,0.17 
E01000740,2246.00 ,140.00 ,33.20 ,1082.00 ,0.48 ,0.06 
E01000741,1917.00 ,189.00 ,36.10 ,966.00 ,0.50 ,0.10 
E01000742,2342.00 ,217.00 ,35.10 ,1187.00 ,0.51 ,0.09 
E01000743,1961.00 ,414.00 ,38.80 ,941.00 ,0.48 ,0.21 
E01000744,1633.00 ,297.00 ,37.20 ,806.00 ,0.49 ,0.18 
E01000745,2057.00 ,239.00 ,36.10 ,980.00 ,0.48 ,0.12 
E01000746,2125.00 ,296.00 ,37.70 ,1047.00 ,0.49 ,0.14 
E01000747,2069.00 ,514.00 ,43.80 ,1023.00 ,0.49 ,0.25 
E01000748,1559.00 ,612.00 ,53.90 ,781.00 ,0.50 ,0.39 
E01000749,1735.00 ,623.00 ,50.90 ,859.00 ,0.50 ,0.36 
E01000750,1462.00 ,431.00 ,45.20 ,610.00 ,0.42 ,0.29 
E01000751,2084.00 ,462.00 ,41.90 ,971.00 ,0.47 ,0.22 
E01000752,1722.00 ,593.00 ,49.50 ,792.00 ,0.46 ,0.34 
E01000753,1927.00 ,591.00 ,46.00 ,948.00 ,0.49 ,0.31 
E01000754,1718.00 ,422.00 ,42.30 ,793.00 ,0.46 ,0.25 
E01000755,1566.00 ,448.00 ,47.00 ,748.00 ,0.48 ,0.29 
E01000756,1629.00 ,481.00 ,47.60 ,785.00 ,0.48 ,0.30 
E01000757,1524.00 ,515.00 ,49.30 ,759.00 ,0.50 ,0.34 
E01000758,1474.00 ,391.00 ,44.20 ,714.00 ,0.48 ,0.27 
E01000759,1594.00 ,401.00 ,46.00 ,781.00 ,0.49 ,0.25 
E01000760,1523.00 ,449.00 ,47.60 ,691.00 ,0.45 ,0.29 
E01000761,1586.00 ,405.00 ,46.50 ,807.00 ,0.51 ,0.26 
E01000762,1672.00 ,414.00 ,41.30 ,814.00 ,0.49 ,0.25 
E01000763,1430.00 ,373.00 ,45.50 ,686.00 ,0.48 ,0.26 
E01000764,1749.00 ,384.00 ,40.90 ,838.00 ,0.48 ,0.22 
E01000765,1829.00 ,396.00 ,43.30 ,897.00 ,0.49 ,0.22 
E01000766,1762.00 ,460.00 ,44.10 ,844.00 ,0.48 ,0.26 
E01000767,1577.00 ,428.00 ,47.10 ,778.00 ,0.49 ,0.27 
E01000768,1496.00 ,450.00 ,47.70 ,717.00 ,0.48 ,0.30 
E01000769,1451.00 ,315.00 ,41.00 ,748.00 ,0.52 ,0.22 
E01000770,1480.00 ,550.00 ,50.40 ,697.00 ,0.47 ,0.37 
E01000771,1814.00 ,449.00 ,42.80 ,855.00 ,0.47 ,0.25 
E01000772,1599.00 ,602.00 ,51.20 ,725.00 ,0.45 ,0.38 
E01000773,1631.00 ,433.00 ,43.70 ,757.00 ,0.46 ,0.27 
E01000774,1473.00 ,313.00 ,42.50 ,717.00 ,0.49 ,0.21 
E01000775,2348.00 ,526.00 ,42.90 ,1146.00 ,0.49 ,0.22 
E01000777,1640.00 ,346.00 ,43.10 ,797.00 ,0.49 ,0.21 
E01000778,1633.00 ,293.00 ,41.20 ,770.00 ,0.47 ,0.18 
E01000779,1278.00 ,382.00 ,45.50 ,604.00 ,0.47 ,0.30 
E01000780,1589.00 ,330.00 ,38.30 ,751.00 ,0.47 ,0.21 
E01000781,1550.00 ,236.00 ,34.40 ,708.00 ,0.46 ,0.15 
E01000782,1619.00 ,243.00 ,35.10 ,762.00 ,0.47 ,0.15 
E01000783,1769.00 ,216.00 ,34.00 ,831.00 ,0.47 ,0.12 
E01000784,1616.00 ,290.00 ,38.80 ,791.00 ,0.49 ,0.18 
E01000785,1591.00 ,238.00 ,37.20 ,743.00 ,0.47 ,0.15 
E01000786,1453.00 ,581.00 ,53.80 ,702.00 ,0.48 ,0.40 
E01000787,1456.00 ,427.00 ,44.30 ,679.00 ,0.47 ,0.29 
E01000788,1547.00 ,377.00 ,43.30 ,754.00 ,0.49 ,0.24 
E01000789,2040.00 ,196.00 ,29.30 ,929.00 ,0.46 ,0.10 
E01000790,2401.00 ,461.00 ,36.70 ,1177.00 ,0.49 ,0.19 
E01000791,1432.00 ,502.00 ,50.30 ,689.00 ,0.48 ,0.35 
E01000792,1494.00 ,357.00 ,39.70 ,708.00 ,0.47 ,0.24 
E01000793,1473.00 ,513.00 ,50.50 ,716.00 ,0.49 ,0.35 
E01000794,1578.00 ,560.00 ,49.30 ,737.00 ,0.47 ,0.35 
E01000795,1403.00 ,334.00 ,42.10 ,663.00 ,0.47 ,0.24 
E01000796,1681.00 ,186.00 ,32.80 ,815.00 ,0.48 ,0.11 
E01000797,1737.00 ,329.00 ,41.40 ,844.00 ,0.49 ,0.19 
E01000798,1548.00 ,241.00 ,37.00 ,762.00 ,0.49 ,0.16 
E01000799,1862.00 ,255.00 ,36.60 ,921.00 ,0.49 ,0.14 
E01000800,1848.00 ,183.00 ,34.80 ,911.00 ,0.49 ,0.10 
E01000801,1630.00 ,322.00 ,39.90 ,762.00 ,0.47 ,0.20 
E01000802,1792.00 ,265.00 ,38.60 ,827.00 ,0.46 ,0.15 
E01000803,1707.00 ,281.00 ,37.60 ,774.00 ,0.45 ,0.16 
E01000804,1543.00 ,409.00 ,43.80 ,747.00 ,0.48 ,0.27 
E01000805,1853.00 ,336.00 ,38.40 ,851.00 ,0.46 ,0.18 
E01000806,2019.00 ,184.00 ,33.80 ,988.00 ,0.49 ,0.09 
E01000807,1657.00 ,351.00 ,40.10 ,777.00 ,0.47 ,0.21 
E01000808,1585.00 ,448.00 ,44.80 ,763.00 ,0.48 ,0.28 
E01000809,1532.00 ,436.00 ,45.80 ,729.00 ,0.48 ,0.28 
E01000810,1518.00 ,462.00 ,44.70 ,777.00 ,0.51 ,0.30 
E01000811,1358.00 ,304.00 ,41.00 ,656.00 ,0.48 ,0.22 
E01000812,1588.00 ,466.00 ,44.20 ,809.00 ,0.51 ,0.29 
E01000813,1655.00 ,478.00 ,43.70 ,790.00 ,0.48 ,0.29 
E01000814,1438.00 ,480.00 ,49.90 ,708.00 ,0.49 ,0.33 
E01000815,1531.00 ,439.00 ,48.40 ,754.00 ,0.49 ,0.29 
E01000816,1526.00 ,366.00 ,42.10 ,756.00 ,0.50 ,0.24 
E01000818,1614.00 ,454.00 ,45.80 ,792.00 ,0.49 ,0.28 
E01000819,1743.00 ,292.00 ,38.20 ,816.00 ,0.47 ,0.17 
E01000820,1632.00 ,374.00 ,41.20 ,827.00 ,0.51 ,0.23 
E01000822,1737.00 ,309.00 ,37.00 ,839.00 ,0.48 ,0.18 
E01000823,1718.00 ,333.00 ,39.70 ,810.00 ,0.47 ,0.19 
E01000824,1343.00 ,194.00 ,37.60 ,662.00 ,0.49 ,0.14 
E01000825,1724.00 ,296.00 ,38.30 ,832.00 ,0.48 ,0.17 
E01000826,1604.00 ,416.00 ,45.90 ,800.00 ,0.50 ,0.26 
E01000827,1968.00 ,539.00 ,42.20 ,955.00 ,0.49 ,0.27 
E01000828,1810.00 ,467.00 ,41.60 ,844.00 ,0.47 ,0.26 
E01000829,1910.00 ,336.00 ,38.60 ,939.00 ,0.49 ,0.18 
E01000830,1518.00 ,447.00 ,48.30 ,789.00 ,0.52 ,0.29 
E01000831,1747.00 ,471.00 ,44.60 ,861.00 ,0.49 ,0.27 
