LSOA Code,population,old,median_age,male,male_pop,old_pop
E01016532,2017.00 ,626.00 ,47.90 ,981.00 ,0.49 ,0.31 
E01016533,1891.00 ,515.00 ,48.40 ,918.00 ,0.49 ,0.27 
E01016534,1598.00 ,456.00 ,47.40 ,803.00 ,0.50 ,0.29 
E01016535,1412.00 ,275.00 ,38.90 ,694.00 ,0.49 ,0.19 
E01016536,2000.00 ,338.00 ,37.30 ,1007.00 ,0.50 ,0.17 
E01016537,1809.00 ,238.00 ,35.90 ,896.00 ,0.50 ,0.13 
E01016538,1743.00 ,301.00 ,36.80 ,905.00 ,0.52 ,0.17 
E01016539,1602.00 ,478.00 ,47.70 ,809.00 ,0.50 ,0.30 
E01016540,1720.00 ,482.00 ,45.70 ,863.00 ,0.50 ,0.28 
E01016541,1297.00 ,366.00 ,46.90 ,640.00 ,0.49 ,0.28 
E01016542,1207.00 ,296.00 ,42.20 ,607.00 ,0.50 ,0.25 
E01016543,1846.00 ,506.00 ,44.50 ,938.00 ,0.51 ,0.27 
E01016544,1941.00 ,322.00 ,39.30 ,1070.00 ,0.55 ,0.17 
E01016545,2188.00 ,487.00 ,40.10 ,989.00 ,0.45 ,0.22 
E01016546,1709.00 ,310.00 ,40.90 ,831.00 ,0.49 ,0.18 
E01016547,1795.00 ,197.00 ,38.10 ,869.00 ,0.48 ,0.11 
E01016548,1804.00 ,352.00 ,42.10 ,910.00 ,0.50 ,0.20 
E01016549,2079.00 ,499.00 ,39.70 ,978.00 ,0.47 ,0.24 
E01016550,1481.00 ,241.00 ,34.10 ,791.00 ,0.53 ,0.16 
E01016551,1647.00 ,477.00 ,45.80 ,797.00 ,0.48 ,0.29 
E01016552,1765.00 ,403.00 ,40.50 ,864.00 ,0.49 ,0.23 
E01016553,1437.00 ,564.00 ,52.30 ,722.00 ,0.50 ,0.39 
E01016554,1898.00 ,508.00 ,40.10 ,881.00 ,0.46 ,0.27 
E01016555,1499.00 ,233.00 ,37.80 ,754.00 ,0.50 ,0.16 
E01016556,1833.00 ,475.00 ,42.30 ,910.00 ,0.50 ,0.26 
E01016557,1944.00 ,556.00 ,43.80 ,971.00 ,0.50 ,0.29 
E01016558,1596.00 ,211.00 ,30.10 ,799.00 ,0.50 ,0.13 
E01016559,1456.00 ,414.00 ,46.10 ,713.00 ,0.49 ,0.28 
E01016560,1520.00 ,286.00 ,36.70 ,764.00 ,0.50 ,0.19 
E01016561,1802.00 ,403.00 ,41.40 ,899.00 ,0.50 ,0.22 
E01016562,1383.00 ,376.00 ,43.20 ,676.00 ,0.49 ,0.27 
E01016563,1416.00 ,360.00 ,42.50 ,714.00 ,0.50 ,0.25 
E01016564,1692.00 ,344.00 ,40.00 ,845.00 ,0.50 ,0.20 
E01016565,1542.00 ,444.00 ,47.40 ,715.00 ,0.46 ,0.29 
E01016566,1749.00 ,351.00 ,40.80 ,896.00 ,0.51 ,0.20 
E01016567,2845.00 ,389.00 ,27.00 ,1862.00 ,0.65 ,0.14 
E01016568,1255.00 ,340.00 ,45.50 ,625.00 ,0.50 ,0.27 
E01016569,1024.00 ,307.00 ,50.30 ,531.00 ,0.52 ,0.30 
E01016570,1559.00 ,472.00 ,47.20 ,751.00 ,0.48 ,0.30 
E01016571,1821.00 ,405.00 ,40.30 ,901.00 ,0.49 ,0.22 
E01016572,1337.00 ,447.00 ,47.80 ,662.00 ,0.50 ,0.33 
E01016573,1410.00 ,303.00 ,39.40 ,679.00 ,0.48 ,0.21 
E01016574,1529.00 ,353.00 ,39.20 ,768.00 ,0.50 ,0.23 
E01016575,1626.00 ,597.00 ,52.30 ,840.00 ,0.52 ,0.37 
E01016576,1775.00 ,430.00 ,44.10 ,879.00 ,0.50 ,0.24 
E01016577,1784.00 ,427.00 ,43.00 ,898.00 ,0.50 ,0.24 
E01016578,1640.00 ,470.00 ,48.30 ,834.00 ,0.51 ,0.29 
E01016579,1735.00 ,529.00 ,48.10 ,860.00 ,0.50 ,0.30 
E01016580,1551.00 ,373.00 ,42.10 ,740.00 ,0.48 ,0.24 
E01016581,1345.00 ,368.00 ,48.20 ,667.00 ,0.50 ,0.27 
E01016582,1591.00 ,264.00 ,36.40 ,828.00 ,0.52 ,0.17 
E01016583,1954.00 ,525.00 ,44.10 ,958.00 ,0.49 ,0.27 
E01016584,2263.00 ,313.00 ,33.70 ,1088.00 ,0.48 ,0.14 
E01016585,1692.00 ,486.00 ,44.80 ,881.00 ,0.52 ,0.29 
E01016586,1254.00 ,483.00 ,53.20 ,596.00 ,0.48 ,0.39 
E01016587,1671.00 ,454.00 ,45.90 ,803.00 ,0.48 ,0.27 
E01016588,1805.00 ,557.00 ,49.30 ,934.00 ,0.52 ,0.31 
E01016589,1674.00 ,549.00 ,49.60 ,821.00 ,0.49 ,0.33 
E01016591,1955.00 ,481.00 ,42.60 ,992.00 ,0.51 ,0.25 
E01016592,2105.00 ,578.00 ,42.80 ,1038.00 ,0.49 ,0.27 
E01016593,1724.00 ,315.00 ,36.90 ,866.00 ,0.50 ,0.18 
E01016594,1532.00 ,302.00 ,38.00 ,741.00 ,0.48 ,0.20 
E01016595,1757.00 ,293.00 ,38.50 ,865.00 ,0.49 ,0.17 
E01016596,1938.00 ,452.00 ,44.20 ,935.00 ,0.48 ,0.23 
E01016597,1808.00 ,498.00 ,44.40 ,910.00 ,0.50 ,0.28 
E01016598,1397.00 ,441.00 ,49.40 ,643.00 ,0.46 ,0.32 
E01016599,1710.00 ,299.00 ,36.90 ,834.00 ,0.49 ,0.17 
E01016600,1119.00 ,362.00 ,50.90 ,540.00 ,0.48 ,0.32 
E01016601,1648.00 ,346.00 ,43.30 ,802.00 ,0.49 ,0.21 
E01016602,1677.00 ,522.00 ,48.60 ,806.00 ,0.48 ,0.31 
E01016603,1855.00 ,561.00 ,48.40 ,908.00 ,0.49 ,0.30 
E01016604,2279.00 ,765.00 ,50.10 ,1109.00 ,0.49 ,0.34 
E01016605,1574.00 ,360.00 ,44.60 ,784.00 ,0.50 ,0.23 
E01016606,1609.00 ,439.00 ,47.90 ,763.00 ,0.47 ,0.27 
E01016607,1668.00 ,391.00 ,41.60 ,670.00 ,0.40 ,0.23 
E01016608,1925.00 ,537.00 ,45.80 ,930.00 ,0.48 ,0.28 
E01016609,1805.00 ,383.00 ,41.60 ,880.00 ,0.49 ,0.21 
E01016610,2763.00 ,486.00 ,38.40 ,1380.00 ,0.50 ,0.18 
E01016611,1433.00 ,158.00 ,32.00 ,758.00 ,0.53 ,0.11 
E01016612,2372.00 ,539.00 ,45.60 ,1127.00 ,0.48 ,0.23 
E01016613,1594.00 ,317.00 ,37.90 ,771.00 ,0.48 ,0.20 
E01016614,1614.00 ,365.00 ,38.80 ,830.00 ,0.51 ,0.23 
E01016615,1598.00 ,411.00 ,39.80 ,819.00 ,0.51 ,0.26 
E01016616,1652.00 ,546.00 ,45.30 ,805.00 ,0.49 ,0.33 
E01016617,2030.00 ,491.00 ,38.80 ,945.00 ,0.47 ,0.24 
E01016618,1463.00 ,297.00 ,38.20 ,748.00 ,0.51 ,0.20 
E01016619,1626.00 ,367.00 ,44.00 ,809.00 ,0.50 ,0.23 
E01016620,1473.00 ,314.00 ,41.50 ,732.00 ,0.50 ,0.21 
E01016621,1568.00 ,341.00 ,40.30 ,798.00 ,0.51 ,0.22 
E01016622,1163.00 ,361.00 ,48.00 ,554.00 ,0.48 ,0.31 
E01016623,1483.00 ,483.00 ,48.50 ,716.00 ,0.48 ,0.33 
E01016624,1360.00 ,451.00 ,50.30 ,670.00 ,0.49 ,0.33 
E01016625,1889.00 ,543.00 ,44.30 ,927.00 ,0.49 ,0.29 
E01016626,2119.00 ,456.00 ,39.50 ,1002.00 ,0.47 ,0.22 
E01016627,1961.00 ,514.00 ,43.10 ,982.00 ,0.50 ,0.26 
E01016628,1971.00 ,482.00 ,42.10 ,951.00 ,0.48 ,0.24 
E01016629,1434.00 ,524.00 ,52.00 ,676.00 ,0.47 ,0.37 
E01016630,1490.00 ,336.00 ,42.60 ,771.00 ,0.52 ,0.23 
E01016631,1398.00 ,299.00 ,39.50 ,647.00 ,0.46 ,0.21 
E01016632,1850.00 ,438.00 ,40.80 ,876.00 ,0.47 ,0.24 
E01016633,1371.00 ,322.00 ,44.60 ,676.00 ,0.49 ,0.23 
E01016634,1941.00 ,496.00 ,43.20 ,912.00 ,0.47 ,0.26 
E01016635,1419.00 ,254.00 ,39.90 ,714.00 ,0.50 ,0.18 
E01016636,1617.00 ,502.00 ,48.00 ,801.00 ,0.50 ,0.31 
E01016637,1084.00 ,340.00 ,50.60 ,538.00 ,0.50 ,0.31 
E01016638,1362.00 ,288.00 ,43.20 ,669.00 ,0.49 ,0.21 
E01016639,1584.00 ,394.00 ,45.80 ,764.00 ,0.48 ,0.25 
E01016640,1589.00 ,547.00 ,52.50 ,787.00 ,0.50 ,0.34 
E01016641,1662.00 ,468.00 ,47.10 ,839.00 ,0.50 ,0.28 
E01016642,1126.00 ,255.00 ,38.20 ,547.00 ,0.49 ,0.23 
E01016643,1398.00 ,352.00 ,45.30 ,728.00 ,0.52 ,0.25 
E01016644,1545.00 ,265.00 ,38.20 ,786.00 ,0.51 ,0.17 
E01016645,1585.00 ,263.00 ,39.90 ,817.00 ,0.52 ,0.17 
E01016646,1667.00 ,276.00 ,39.30 ,850.00 ,0.51 ,0.17 
E01016647,1969.00 ,333.00 ,39.90 ,1033.00 ,0.52 ,0.17 
E01016648,1564.00 ,220.00 ,37.20 ,790.00 ,0.51 ,0.14 
E01016649,1448.00 ,253.00 ,37.80 ,729.00 ,0.50 ,0.17 
E01016651,1474.00 ,334.00 ,40.90 ,726.00 ,0.49 ,0.23 
E01016652,1307.00 ,307.00 ,44.00 ,682.00 ,0.52 ,0.23 
E01016653,1401.00 ,365.00 ,43.90 ,697.00 ,0.50 ,0.26 
E01016654,1418.00 ,354.00 ,42.70 ,703.00 ,0.50 ,0.25 
E01016655,1384.00 ,289.00 ,41.70 ,710.00 ,0.51 ,0.21 
E01016656,1513.00 ,427.00 ,47.80 ,772.00 ,0.51 ,0.28 
E01016657,1460.00 ,277.00 ,42.40 ,695.00 ,0.48 ,0.19 
E01016658,2046.00 ,255.00 ,35.50 ,1042.00 ,0.51 ,0.12 
E01016659,1453.00 ,275.00 ,39.00 ,704.00 ,0.48 ,0.19 
E01016660,1729.00 ,321.00 ,38.90 ,852.00 ,0.49 ,0.19 
E01016661,1261.00 ,324.00 ,43.70 ,644.00 ,0.51 ,0.26 
E01016662,1963.00 ,393.00 ,38.10 ,970.00 ,0.49 ,0.20 
E01016663,1554.00 ,392.00 ,42.20 ,753.00 ,0.48 ,0.25 
E01016664,1328.00 ,292.00 ,42.40 ,627.00 ,0.47 ,0.22 
E01016665,1707.00 ,323.00 ,40.60 ,855.00 ,0.50 ,0.19 
E01016666,1470.00 ,305.00 ,40.00 ,745.00 ,0.51 ,0.21 
E01016668,1777.00 ,362.00 ,39.90 ,883.00 ,0.50 ,0.20 
E01016669,2038.00 ,422.00 ,39.50 ,1003.00 ,0.49 ,0.21 
E01016670,2756.00 ,440.00 ,37.90 ,1295.00 ,0.47 ,0.16 
E01016671,1855.00 ,903.00 ,58.40 ,819.00 ,0.44 ,0.49 
E01016672,2287.00 ,558.00 ,43.20 ,1118.00 ,0.49 ,0.24 
E01016673,1859.00 ,405.00 ,41.50 ,894.00 ,0.48 ,0.22 
E01016674,1524.00 ,321.00 ,38.30 ,716.00 ,0.47 ,0.21 
E01016675,1032.00 ,360.00 ,50.50 ,534.00 ,0.52 ,0.35 
E01016676,1517.00 ,517.00 ,50.60 ,724.00 ,0.48 ,0.34 
E01016677,1571.00 ,478.00 ,47.40 ,780.00 ,0.50 ,0.30 
E01016678,1479.00 ,402.00 ,45.20 ,766.00 ,0.52 ,0.27 
E01016679,2238.00 ,343.00 ,35.30 ,1125.00 ,0.50 ,0.15 
E01016680,1477.00 ,215.00 ,34.90 ,741.00 ,0.50 ,0.15 
E01016682,2893.00 ,487.00 ,37.20 ,1378.00 ,0.48 ,0.17 
E01016683,2494.00 ,514.00 ,39.70 ,1213.00 ,0.49 ,0.21 
E01016684,1554.00 ,459.00 ,47.90 ,788.00 ,0.51 ,0.30 
E01016685,1716.00 ,565.00 ,49.20 ,812.00 ,0.47 ,0.33 
E01016686,1192.00 ,233.00 ,37.50 ,584.00 ,0.49 ,0.20 
E01016687,1348.00 ,363.00 ,46.50 ,676.00 ,0.50 ,0.27 
E01016688,1951.00 ,346.00 ,37.10 ,997.00 ,0.51 ,0.18 
E01016689,1416.00 ,473.00 ,49.10 ,724.00 ,0.51 ,0.33 
E01016690,1920.00 ,493.00 ,41.60 ,933.00 ,0.49 ,0.26 
E01016691,1312.00 ,387.00 ,47.80 ,625.00 ,0.48 ,0.29 
E01016692,1515.00 ,465.00 ,44.60 ,750.00 ,0.50 ,0.31 
E01016693,1372.00 ,281.00 ,41.80 ,671.00 ,0.49 ,0.20 
E01016694,1620.00 ,419.00 ,42.70 ,797.00 ,0.49 ,0.26 
E01016695,1662.00 ,427.00 ,44.80 ,817.00 ,0.49 ,0.26 
E01016696,1729.00 ,369.00 ,39.50 ,859.00 ,0.50 ,0.21 
E01016699,1723.00 ,440.00 ,44.80 ,794.00 ,0.46 ,0.26 
E01016700,2020.00 ,433.00 ,42.20 ,979.00 ,0.48 ,0.21 
E01016701,1960.00 ,434.00 ,43.50 ,928.00 ,0.47 ,0.22 
E01016702,1908.00 ,389.00 ,39.20 ,917.00 ,0.48 ,0.20 
E01016703,2390.00 ,420.00 ,37.50 ,1168.00 ,0.49 ,0.18 
E01016704,2110.00 ,347.00 ,36.20 ,1021.00 ,0.48 ,0.16 
E01016705,1730.00 ,318.00 ,39.90 ,1003.00 ,0.58 ,0.18 
E01016706,1686.00 ,448.00 ,47.90 ,842.00 ,0.50 ,0.27 
E01016707,1671.00 ,454.00 ,45.50 ,832.00 ,0.50 ,0.27 
E01016708,1528.00 ,554.00 ,52.90 ,755.00 ,0.49 ,0.36 
E01016709,1449.00 ,450.00 ,48.20 ,696.00 ,0.48 ,0.31 
E01016710,1848.00 ,550.00 ,43.90 ,851.00 ,0.46 ,0.30 
E01016711,2792.00 ,766.00 ,40.70 ,1366.00 ,0.49 ,0.27 
E01016713,1737.00 ,565.00 ,48.10 ,859.00 ,0.49 ,0.33 
E01016714,2059.00 ,400.00 ,35.60 ,991.00 ,0.48 ,0.19 
E01016715,1638.00 ,356.00 ,41.10 ,742.00 ,0.45 ,0.22 
E01016716,2398.00 ,511.00 ,37.30 ,1208.00 ,0.50 ,0.21 
E01016717,1464.00 ,321.00 ,39.90 ,748.00 ,0.51 ,0.22 
E01016718,1842.00 ,157.00 ,31.10 ,934.00 ,0.51 ,0.09 
E01016719,1369.00 ,338.00 ,41.10 ,682.00 ,0.50 ,0.25 
E01016720,1572.00 ,366.00 ,36.90 ,739.00 ,0.47 ,0.23 
E01016721,1807.00 ,324.00 ,37.10 ,966.00 ,0.53 ,0.18 
E01016722,1584.00 ,409.00 ,41.70 ,793.00 ,0.50 ,0.26 
E01016723,1661.00 ,439.00 ,42.70 ,848.00 ,0.51 ,0.26 
E01016724,1869.00 ,258.00 ,34.30 ,1007.00 ,0.54 ,0.14 
E01016725,1672.00 ,175.00 ,33.60 ,855.00 ,0.51 ,0.10 
E01016726,1890.00 ,171.00 ,32.80 ,1023.00 ,0.54 ,0.09 
E01016727,1689.00 ,302.00 ,36.80 ,871.00 ,0.52 ,0.18 
E01016728,2046.00 ,156.00 ,34.00 ,1100.00 ,0.54 ,0.08 
E01016729,2227.00 ,282.00 ,33.50 ,1220.00 ,0.55 ,0.13 
E01016731,1461.00 ,412.00 ,43.50 ,740.00 ,0.51 ,0.28 
E01016732,1370.00 ,394.00 ,44.40 ,689.00 ,0.50 ,0.29 
E01016733,2033.00 ,163.00 ,32.10 ,1087.00 ,0.53 ,0.08 
E01016734,1252.00 ,438.00 ,49.60 ,620.00 ,0.50 ,0.35 
E01016735,2696.00 ,539.00 ,40.00 ,1359.00 ,0.50 ,0.20 
E01016736,1426.00 ,540.00 ,52.40 ,630.00 ,0.44 ,0.38 
E01016737,1580.00 ,413.00 ,42.70 ,740.00 ,0.47 ,0.26 
E01016738,1912.00 ,385.00 ,36.30 ,887.00 ,0.46 ,0.20 
E01016739,1508.00 ,398.00 ,41.50 ,748.00 ,0.50 ,0.26 
E01016740,1301.00 ,447.00 ,46.80 ,660.00 ,0.51 ,0.34 
E01016741,1739.00 ,334.00 ,35.40 ,835.00 ,0.48 ,0.19 
E01016742,1679.00 ,264.00 ,30.10 ,768.00 ,0.46 ,0.16 
E01016743,4062.00 ,375.00 ,30.70 ,1871.00 ,0.46 ,0.09 
E01016744,1726.00 ,198.00 ,30.00 ,894.00 ,0.52 ,0.11 
E01016745,1569.00 ,464.00 ,44.30 ,741.00 ,0.47 ,0.30 
E01016746,1803.00 ,454.00 ,39.60 ,834.00 ,0.46 ,0.25 
E01016748,2042.00 ,220.00 ,37.60 ,1042.00 ,0.51 ,0.11 
E01016750,1572.00 ,359.00 ,43.20 ,785.00 ,0.50 ,0.23 
E01016751,1634.00 ,217.00 ,38.70 ,777.00 ,0.48 ,0.13 
E01016752,1621.00 ,215.00 ,37.70 ,765.00 ,0.47 ,0.13 
E01016753,2189.00 ,197.00 ,37.20 ,1062.00 ,0.49 ,0.09 
E01016754,1601.00 ,422.00 ,41.60 ,778.00 ,0.49 ,0.26 
E01016755,1886.00 ,297.00 ,38.90 ,922.00 ,0.49 ,0.16 
E01016756,2252.00 ,387.00 ,38.20 ,1071.00 ,0.48 ,0.17 
E01016757,1513.00 ,331.00 ,39.00 ,760.00 ,0.50 ,0.22 
E01016758,1695.00 ,284.00 ,39.40 ,873.00 ,0.52 ,0.17 
E01016759,1298.00 ,388.00 ,46.40 ,646.00 ,0.50 ,0.30 
E01016760,4347.00 ,637.00 ,35.30 ,2132.00 ,0.49 ,0.15 
E01016761,1273.00 ,437.00 ,50.90 ,632.00 ,0.50 ,0.34 
E01016762,1279.00 ,376.00 ,45.20 ,637.00 ,0.50 ,0.29 
E01016763,1325.00 ,493.00 ,51.00 ,644.00 ,0.49 ,0.37 
E01016764,1344.00 ,421.00 ,47.80 ,659.00 ,0.49 ,0.31 
E01016765,1594.00 ,578.00 ,48.40 ,744.00 ,0.47 ,0.36 
E01016766,1309.00 ,379.00 ,45.00 ,661.00 ,0.50 ,0.29 
E01016767,1250.00 ,369.00 ,47.50 ,605.00 ,0.48 ,0.30 
E01016768,2216.00 ,260.00 ,33.90 ,1208.00 ,0.55 ,0.12 
E01016769,1334.00 ,356.00 ,45.60 ,692.00 ,0.52 ,0.27 
E01016770,1689.00 ,370.00 ,40.30 ,805.00 ,0.48 ,0.22 
E01016771,1384.00 ,321.00 ,40.70 ,640.00 ,0.46 ,0.23 
E01016772,1311.00 ,233.00 ,36.20 ,616.00 ,0.47 ,0.18 
E01016773,1732.00 ,666.00 ,50.90 ,836.00 ,0.48 ,0.38 
E01016774,1779.00 ,408.00 ,42.90 ,900.00 ,0.51 ,0.23 
E01016775,1670.00 ,313.00 ,38.10 ,810.00 ,0.49 ,0.19 
E01016776,1358.00 ,296.00 ,41.60 ,710.00 ,0.52 ,0.22 
E01016777,1560.00 ,361.00 ,41.60 ,765.00 ,0.49 ,0.23 
E01016778,1763.00 ,253.00 ,38.00 ,878.00 ,0.50 ,0.14 
E01016780,1659.00 ,296.00 ,39.10 ,820.00 ,0.49 ,0.18 
E01016781,1394.00 ,314.00 ,45.30 ,678.00 ,0.49 ,0.23 
E01016783,1829.00 ,191.00 ,35.10 ,881.00 ,0.48 ,0.10 
E01016784,1686.00 ,384.00 ,39.20 ,866.00 ,0.51 ,0.23 
E01016786,1408.00 ,536.00 ,49.00 ,649.00 ,0.46 ,0.38 
E01016787,1687.00 ,534.00 ,43.70 ,797.00 ,0.47 ,0.32 
E01016788,1467.00 ,468.00 ,45.50 ,701.00 ,0.48 ,0.32 
E01016789,1276.00 ,219.00 ,39.00 ,629.00 ,0.49 ,0.17 
E01016790,1381.00 ,524.00 ,50.10 ,656.00 ,0.48 ,0.38 
E01016791,1303.00 ,421.00 ,46.90 ,621.00 ,0.48 ,0.32 
E01016792,1216.00 ,260.00 ,42.50 ,566.00 ,0.47 ,0.21 
E01016793,2010.00 ,483.00 ,40.10 ,1009.00 ,0.50 ,0.24 
E01016794,1514.00 ,373.00 ,42.60 ,744.00 ,0.49 ,0.25 
E01016795,1493.00 ,368.00 ,42.50 ,729.00 ,0.49 ,0.25 
E01016796,1463.00 ,506.00 ,47.00 ,681.00 ,0.47 ,0.35 
E01016797,1643.00 ,623.00 ,52.80 ,746.00 ,0.45 ,0.38 
E01016798,1747.00 ,460.00 ,46.20 ,854.00 ,0.49 ,0.26 
E01016799,1800.00 ,557.00 ,46.90 ,884.00 ,0.49 ,0.31 
E01016800,1719.00 ,491.00 ,47.60 ,821.00 ,0.48 ,0.29 
E01016801,1270.00 ,489.00 ,53.60 ,622.00 ,0.49 ,0.39 
E01016802,1302.00 ,491.00 ,54.20 ,625.00 ,0.48 ,0.38 
E01016803,1274.00 ,440.00 ,50.20 ,663.00 ,0.52 ,0.35 
E01016804,1730.00 ,288.00 ,33.70 ,867.00 ,0.50 ,0.17 
E01016805,1260.00 ,446.00 ,50.30 ,666.00 ,0.53 ,0.35 
E01016806,1952.00 ,242.00 ,32.90 ,977.00 ,0.50 ,0.12 
E01016807,1646.00 ,366.00 ,39.70 ,841.00 ,0.51 ,0.22 
E01016808,1339.00 ,313.00 ,40.60 ,651.00 ,0.49 ,0.23 
E01016809,1376.00 ,328.00 ,40.00 ,656.00 ,0.48 ,0.24 
E01016810,1423.00 ,251.00 ,36.60 ,699.00 ,0.49 ,0.18 
E01016811,1638.00 ,194.00 ,27.50 ,823.00 ,0.50 ,0.12 
E01016812,1452.00 ,477.00 ,46.30 ,712.00 ,0.49 ,0.33 
E01016813,1390.00 ,176.00 ,36.40 ,717.00 ,0.52 ,0.13 
E01016814,2683.00 ,682.00 ,38.50 ,1331.00 ,0.50 ,0.25 
E01016815,1304.00 ,306.00 ,39.30 ,680.00 ,0.52 ,0.23 
E01016816,1396.00 ,431.00 ,46.10 ,686.00 ,0.49 ,0.31 
E01016817,1553.00 ,440.00 ,41.90 ,735.00 ,0.47 ,0.28 
E01016818,1729.00 ,630.00 ,50.20 ,796.00 ,0.46 ,0.36 
E01016819,1205.00 ,237.00 ,34.00 ,549.00 ,0.46 ,0.20 
E01016820,1936.00 ,331.00 ,36.60 ,951.00 ,0.49 ,0.17 
E01016821,1439.00 ,302.00 ,40.10 ,634.00 ,0.44 ,0.21 
E01016822,1540.00 ,216.00 ,37.80 ,768.00 ,0.50 ,0.14 
E01016823,1732.00 ,174.00 ,34.70 ,845.00 ,0.49 ,0.10 
E01016824,1613.00 ,227.00 ,38.70 ,783.00 ,0.49 ,0.14 
E01016825,1494.00 ,204.00 ,35.80 ,756.00 ,0.51 ,0.14 
E01016826,1350.00 ,234.00 ,43.70 ,671.00 ,0.50 ,0.17 
E01016827,1685.00 ,192.00 ,37.10 ,840.00 ,0.50 ,0.11 
E01016828,1745.00 ,346.00 ,42.80 ,874.00 ,0.50 ,0.20 
E01016829,1715.00 ,406.00 ,37.90 ,801.00 ,0.47 ,0.24 
E01016830,1162.00 ,321.00 ,43.90 ,542.00 ,0.47 ,0.28 
E01016831,1512.00 ,448.00 ,43.90 ,697.00 ,0.46 ,0.30 
E01016832,1232.00 ,378.00 ,45.30 ,591.00 ,0.48 ,0.31 
E01016833,1220.00 ,503.00 ,53.90 ,604.00 ,0.50 ,0.41 
E01016834,1579.00 ,363.00 ,37.00 ,771.00 ,0.49 ,0.23 
E01016835,1721.00 ,271.00 ,35.10 ,802.00 ,0.47 ,0.16 
E01016836,1623.00 ,247.00 ,35.40 ,827.00 ,0.51 ,0.15 
E01016837,1894.00 ,263.00 ,35.20 ,971.00 ,0.51 ,0.14 
E01016838,1602.00 ,344.00 ,38.10 ,788.00 ,0.49 ,0.21 
E01016839,1699.00 ,177.00 ,29.60 ,818.00 ,0.48 ,0.10 
E01016840,3576.00 ,613.00 ,35.40 ,1776.00 ,0.50 ,0.17 
E01016841,2598.00 ,280.00 ,32.50 ,1268.00 ,0.49 ,0.11 
E01016842,1662.00 ,251.00 ,33.00 ,822.00 ,0.49 ,0.15 
E01016843,1608.00 ,202.00 ,30.60 ,799.00 ,0.50 ,0.13 
E01016844,1548.00 ,330.00 ,36.00 ,754.00 ,0.49 ,0.21 
E01016845,1957.00 ,228.00 ,31.90 ,966.00 ,0.49 ,0.12 
E01016846,1696.00 ,313.00 ,35.70 ,790.00 ,0.47 ,0.18 
E01016847,2032.00 ,336.00 ,36.10 ,961.00 ,0.47 ,0.17 
E01016848,1510.00 ,425.00 ,42.60 ,751.00 ,0.50 ,0.28 
E01016849,1714.00 ,271.00 ,38.10 ,914.00 ,0.53 ,0.16 
E01016850,1898.00 ,200.00 ,31.80 ,1022.00 ,0.54 ,0.11 
E01016851,2011.00 ,226.00 ,33.90 ,1138.00 ,0.57 ,0.11 
E01016852,1883.00 ,182.00 ,31.50 ,1032.00 ,0.55 ,0.10 
E01016853,2195.00 ,280.00 ,34.30 ,1107.00 ,0.50 ,0.13 
E01016854,1774.00 ,177.00 ,34.20 ,968.00 ,0.55 ,0.10 
E01016855,1658.00 ,165.00 ,36.60 ,879.00 ,0.53 ,0.10 
E01016856,1646.00 ,391.00 ,38.40 ,887.00 ,0.54 ,0.24 
E01016857,1634.00 ,328.00 ,38.30 ,880.00 ,0.54 ,0.20 
E01016858,1631.00 ,263.00 ,37.10 ,835.00 ,0.51 ,0.16 
E01016859,1531.00 ,435.00 ,45.90 ,769.00 ,0.50 ,0.28 
E01016860,1731.00 ,191.00 ,34.10 ,900.00 ,0.52 ,0.11 
E01016861,1621.00 ,258.00 ,36.10 ,869.00 ,0.54 ,0.16 
E01016862,1516.00 ,305.00 ,37.70 ,814.00 ,0.54 ,0.20 
E01016863,1532.00 ,365.00 ,39.80 ,795.00 ,0.52 ,0.24 
E01016864,1470.00 ,404.00 ,39.20 ,718.00 ,0.49 ,0.27 
E01016865,1551.00 ,186.00 ,30.00 ,743.00 ,0.48 ,0.12 
E01016866,1467.00 ,186.00 ,31.80 ,692.00 ,0.47 ,0.13 
E01016867,1336.00 ,220.00 ,37.20 ,639.00 ,0.48 ,0.16 
E01016868,1650.00 ,307.00 ,35.70 ,817.00 ,0.50 ,0.19 
E01016869,1995.00 ,383.00 ,36.50 ,1023.00 ,0.51 ,0.19 
E01016870,1641.00 ,245.00 ,37.80 ,854.00 ,0.52 ,0.15 
E01016871,1873.00 ,393.00 ,38.30 ,990.00 ,0.53 ,0.21 
E01016872,2002.00 ,160.00 ,34.40 ,1071.00 ,0.53 ,0.08 
E01016873,1748.00 ,252.00 ,36.10 ,884.00 ,0.51 ,0.14 
E01016874,1886.00 ,432.00 ,39.20 ,943.00 ,0.50 ,0.23 
E01016875,1646.00 ,208.00 ,35.80 ,849.00 ,0.52 ,0.13 
E01016876,1765.00 ,279.00 ,35.30 ,878.00 ,0.50 ,0.16 
E01016877,2010.00 ,423.00 ,40.20 ,1004.00 ,0.50 ,0.21 
E01016878,2000.00 ,430.00 ,39.70 ,997.00 ,0.50 ,0.22 
E01016879,1516.00 ,345.00 ,40.30 ,712.00 ,0.47 ,0.23 
E01016880,1393.00 ,225.00 ,33.70 ,664.00 ,0.48 ,0.16 
E01016881,1467.00 ,304.00 ,38.90 ,749.00 ,0.51 ,0.21 
E01016882,1452.00 ,350.00 ,39.80 ,642.00 ,0.44 ,0.24 
E01016883,1453.00 ,608.00 ,53.80 ,733.00 ,0.50 ,0.42 
